Name,Price,Profession,Normalized
Lamtech LAM622178,4.98,Entertainment,0.005577568583903289
Gembird KB-U-103,5.79,"Marketing, Homemaker",0.007621835802437978
Savio KW-02,13.86,Lawyer,0.0279887943870984
Gembird Numeric Keypad KPD-U-01,6.5,Entertainment,0.009413724352017767
HP Wireless Collaboration Keyboard,63.0,Artist,0.15200767231153622
Riitek RT725,44.0,"Engineer, Marketing",0.10405572521010523
Natec Barracuda Slim,12.0,"Entertainment, Engineer",0.023294551144537264
Riitek Rii i5,36.9,"Healthcare, Doctor",0.08613683971430733
HAMA Verano,9.3,"Lawyer, Executive",0.01648032708275497
Gembird KBS-W-01,16.9,"Homemaker, Lawyer",0.03566110592332736
Canyon Classic Wired Combo Set,19.99,Artist,0.04345960679403376
Lamtech LAM021288,13.27,Marketing,0.026499760240264493
HP K1500,9.88,"Artist, Homemaker",0.01794412336269339
Genius KB 110,7.7,"Homemaker, Lawyer",0.012442268379476566
HP Wireless Slim Business Keyboard,57.0,"Lawyer, Doctor",0.13686495217424222
Natec Trout Slim,3.49,Lawyer,0.00181712641647528
Powertech PT-185,12.88,Artist,0.025515483431340386
HP Wireless Premium,77.8,"Engineer, Homemaker",0.1893597153168614
Mobilis MK-121,5.32,"Engineer, Healthcare",0.006435656058349949
Dell KB212-B,15.0,"Engineer, Healthcare",0.03086591121318426
Esperanza EK112,8.4,Homemaker,0.014208919062160867
Lamtech LAM081703,15.88,"Healthcare, Homemaker",0.03308684349998738
Esperanza Aspen Wireless Set EK120,18.2,Artist,0.038942028619741054
Microsoft Surface Pro Standard,139.0,Doctor,0.34381546071726016
Universal Foldable Gold,20.0,Engineer,0.04348484466092926
Savio KW-01,14.16,"Lawyer, Engineer",0.0287459303939631
Esperanza EK-129,2.77,"Marketing, Doctor",0.0
Mobilis MK-137,5.9,"Entertainment, Healthcare",0.007899452338288369
Xiaomi MIIIW MWBK01 Black,58.7,"Doctor, Healthcare",0.14115538954647552
Microsoft Surface Go Signature Type Platinum,113.0,"Doctor, Homemaker",0.2781970067889862
Natec Tetra White,28.5,Artist,0.06493703152209575
Element KB-590WMS Green,16.9,Executive,0.03566110592332736
Esperanza Silicone EK126 White,7.9,"Marketing, Entertainment",0.012947025717386368
Logitech Wireless Solar Keyboard K750,89.0,Doctor,0.2176261262398102
LMP KB-1243 White,78.0,"Marketing, Executive",0.18986447265477122
Esperanza EK122 White,17.99,Entertainment,0.038412033414935765
Logitech Wireless Keyboard K270,32.6,"Healthcare, Engineer",0.07528455694924666
Approx APPKBECO,6.76,Engineer,0.010069908891300506
Genius NumPad i120,12.6,Doctor,0.02480882315826666
Esperanza TK102,4.8,Engineer,0.005123286979784468
Tracer Maverick,3.83,Executive,0.002675213890921939
Media-Tech MT1250,8.87,Doctor,0.015395098806248893
Riitek i28,36.15,Marketing,0.08424399969714558
Kanex MultiSync for Mac & iOS Gray,89.0,"Entertainment, Marketing",0.2176261262398102
Conceptum CBM501,9.29,"Healthcare, Lawyer",0.016455089215859475
Trust Ximo,17.0,"Entertainment, Artist",0.03591348459228226
HP C2500 Desktop,16.05,"Artist, Marketing",0.03351588723721071
Logickeyboard Avid Media Composer,142.0,Homemaker,0.3513868207859071
FanTech K3M,9.9,Homemaker,0.017994599096484366
Havit G21,19.9,"Entertainment, Healthcare",0.043232465991974355
NOD KMS-001,8.9,Homemaker,0.015470812406935368
Esperanza Titanum Orlando TK104,21.8,"Homemaker, Engineer",0.048027660702117454
Esperanza EK121 Kid,9.4,Engineer,0.016732705751709865
A4Tech KV-300H,22.41,Executive,0.04956717058274235
Azio Retro Classic USB Black,285.0,Engineer,0.7122883173914141
Weibo WB-8068,12.94,"Artist, Healthcare",0.02566691063271332
Havit KB-44401,12.0,Doctor,0.023294551144537264
Viboton S1,23.85,"Engineer, Doctor",0.05320142341569291
A4Tech KR-83,11.06,"Homemaker, Executive",0.020922191656361205
Lenovo Smartcard,65.0,"Engineer, Entertainment",0.1570552456906342
Logitech Wireless Wave Combo MK550,89.0,"Executive, Healthcare",0.2176261262398102
A4Tech KR-750,10.91,Doctor,0.020543623652928854
Rapoo 8000,20.0,Entertainment,0.04348484466092926
Modecom MC-700U,18.73,"Marketing, Artist",0.04027963556520203
Minix Neo K2 Touchpad,43.0,"Executive, Entertainment",0.10153193852055623
Minix Neo K1 Mini Touchpad,38.9,"Lawyer, Healthcare",0.09118441309340533
A4Tech KRS-8372,14.26,"Artist, Doctor",0.028998309062918
Riitek Mini Wireless Keyboard i10,44.0,"Homemaker, Engineer",0.10405572521010523
Logitech K830 Black,116.0,Marketing,0.2857683668576332
Gembird KB-9835LU,17.0,"Homemaker, Executive",0.03591348459228226
Esperanza EK115,15.07,Lawyer,0.031042576281452693
Esperanza EK102,5.5,Healthcare,0.006889937662468768
Proster PST006,21.74,Executive,0.04787623350074451
Sandberg Streamboard Nordic,66.95,Artist,0.16197662973525478
Rebeltec Solid,5.99,"Executive, Artist",0.008126593140347778
Matias Bluetooth Aluminum Keyboard Silver,83.25,Executive,0.20311435277490347
Powertech PT-190,9.99,Entertainment,0.018221739898543775
HAMA SK140,11.3,Engineer,0.021527900461852965
Esperanza TK107,3.27,Doctor,0.0012618933447744996
DeLock USB Key Pad 19 keys,8.9,Artist,0.015470812406935368
Powertech PT-301,8.95,"Marketing, Doctor",0.015597001741412814
Azio Mk Mac Wired USB Backlit Mechanical Keyboard,149.0,"Engineer, Entertainment",0.3690533276127501
Microsoft Surface Pro Signature Type Cover Blue,159.9,"Doctor, Lawyer",0.39656260252883424
Esperanza EK130 White,11.5,"Homemaker, Engineer",0.022032657799762764
Visiontek CandyBoard Wireless,59.0,"Doctor, Homemaker",0.14191252555334022
Approx KBWSAKIT,27.9,"Artist, Doctor",0.06342275950836634
Rebeltec Elegance,16.98,Homemaker,0.03586300885849128
HP Classic Wired Keyboard,10.9,Homemaker,0.020518385786033367
Measy GP800,19.0,"Homemaker, Artist",0.040961057971380256
Rebeltec Espiro,6.0,"Marketing, Engineer",0.008151831007243267
Sandberg Nor,22.3,Marketing,0.049289554046891955
Sandberg Wireless Office DesktopSet UK,42.15,Entertainment,0.09938671983443957
Sandberg Nord,13.6,Healthcare,0.027332609847815662
FanTech FTK-801,5.8,"Lawyer, Entertainment",0.007647073669333467
FanTech WK-890,19.0,"Marketing, Healthcare",0.040961057971380256
Riitek Rii mini i12,39.32,"Entertainment, Engineer",0.09224440350301591
Lenovo Ultrabook Keyboard,39.9,Homemaker,0.09370819978295433
KeySonic KSK-8030IN,65.8,"Engineer, Marketing",0.1590742750422734
Kit KBXLBKKT,29.9,"Lawyer, Engineer",0.06847033288746435
Belkin YourType Bluetooth Wireless Keypad,53.99,Artist,0.12926835423869973
KeySonic ACK-118BK,6.02,Doctor,0.008202306741034246
Media-Tech MT1421,17.9,"Artist, Entertainment",0.03818489261287636
Weibo WB-8033,13.1,Entertainment,0.02607071650304116
Lenovo ThinkPad Tablet 2 Bluetooth Keyboard with Stand,69.9,"Artist, Lawyer",0.16942180046942434
Havit Mini K-1000,12.9,Doctor,0.025565959165131363
Lenovo Multi-OS Keyboard W500,84.9,"Engineer, Entertainment",0.20727860081265934
Rebeltec Pure,17.9,Executive,0.03818489261287636
Logickeyboard Avid Media Composer Advance,142.0,Homemaker,0.3513868207859071
Logickeyboard Avid Media Composer Slim,142.0,"Artist, Doctor",0.3513868207859071
Logickeyboard Avid Media Composer PC Backlit Astra Keyboard,142.0,Entertainment,0.3513868207859071
Esperanza Titanum TK106,4.18,"Entertainment, Healthcare",0.003558539232264088
Logitech Keys-To-Go Black,89.0,"Marketing, Entertainment",0.2176261262398102
Omega OKM025 Set,12.0,"Lawyer, Homemaker",0.023294551144537264
Rebeltec Portal,14.5,Engineer,0.02960401786840976
Element KB-700W,31.5,"Healthcare, Marketing",0.07250839159074275
Kanex Multi-Sync Bluetooth Keyboard for PC/Android,39.99,"Executive, Engineer",0.09393534058501375
LogiLink Wireless Numeric Keypad with 18 Keys,12.03,"Entertainment, Engineer",0.02337026474522373
Element KB-260WMS,19.5,Entertainment,0.04222295131615476
Esperanza Standard TK103,4.9,Marketing,0.0053756656487393695
Tracer Eureka TRK-325,24.9,"Executive, Doctor",0.05585139943971935
Sansun SN-322,42.0,"Engineer, Healthcare",0.09900815183100722
A4Tech Wireless Desktop Padless 7100n,21.38,"Lawyer, Healthcare",0.046967670292506876
Tracer Keybox II RF Nano,13.0,"Entertainment, Healthcare",0.025818337834086262
Riitek Mini Wireless Keyboard K01 V3,19.5,Lawyer,0.04222295131615476
Trust Veza,24.99,"Lawyer, Homemaker",0.05607854024177876
Sandberg Bluetooth Touchpad Keyboard,47.9,"Lawyer, Executive",0.11389849329934633
HAMA Uzzano 2.0 Smart-TV Keyboard,39.9,Healthcare,0.09370819978295433
Sandberg StreamBoard,33.39,"Executive, Doctor",0.07727834843399035
KB-WL-MICRO Wireless Keyboard,11.0,Entertainment,0.020770764454988263
iMove i1 Mini,25.01,"Entertainment, Doctor",0.05612901597556975
Element KB-580WMS,21.75,Healthcare,0.04790147136764
G-Cube Black & White Endless Note X-Key,17.3,"Executive, Marketing",0.03667062059914696
G-Cube Lux Leopard,14.9,Entertainment,0.030613532544229362
Vakoss TK-525BK,32.0,"Homemaker, Executive",0.07377028493551725
Energenie Bamboo,28.5,Homemaker,0.06493703152209575
Approx KBTV02,31.9,Artist,0.07351790626656235
R-Go Tools Goldtouch Adjustable Keyboard V2,189.25,"Executive, Healthcare",0.47063574186709733
Seenda IS11-BT05R,59.0,"Artist, Marketing",0.14191252555334022
Powertech PT-191,12.99,Healthcare,0.025793099967190772
Powertech PT-186,24.9,"Entertainment, Executive",0.05585139943971935
Keyboard / TouchPad (CVNP-A250W),15.98,"Doctor, Healthcare",0.03333922216894228
uGo 4in1 Office Set,17.9,Engineer,0.03818489261287636
Microsoft Wireless Desktop 2000,39.5,"Lawyer, Engineer",0.09269868510713473
HP USB Keyboard QY776AA,19.9,Homemaker,0.043232465991974355
Logitech Wireless Keyboard K350,59.99,Engineer,0.14441107437599374
Approx KBWS04BG,27.9,Homemaker,0.06342275950836634
Gigabyte Force K3,35.0,"Entertainment, Doctor",0.08134164500416424
Bitmore KM201,8.56,"Homemaker, Artist",0.014612724932488708
Microsoft Universal Foldable Keyboard,77.94,Entertainment,0.1897130454533983
Measy RC8,24.0,"Entertainment, Homemaker",0.053579991419125256
Dell Keyboard for Venue 8 Pro,79.0,"Engineer, Doctor",0.19238825934432022
Sandberg Wired USB Office Keyboard,9.39,Homemaker,0.016707467884814378
Havit HV-K528,16.0,"Healthcare, Executive",0.03338969790273326
Konig CSK MCU 100,14.95,"Healthcare, Doctor",0.03073972187870681
Modecom MC-5006,6.72,"Homemaker, Artist",0.009968957423718547
Mobilis BK3001 Silver,13.45,"Engineer, Lawyer",0.02695404184438331
Esperanza TK108,5.89,Entertainment,0.007874214471392877
Element KB-150UMS,8.4,Healthcare,0.014208919062160867
Tracer Mecano,24.17,"Marketing, Engineer",0.05400903515634859
Havit K11,9.0,"Marketing, Artist",0.015723191075890267
78459925,16.9,"Lawyer, Healthcare",0.03566110592332736
Approx APPKBVL,5.99,"Healthcare, Doctor",0.008126593140347778
Genius KB-110X,11.0,Healthcare,0.020770764454988263
Gembird KB-BTF2-B,9.07,"Entertainment, Doctor",0.015899856144158696
Element KB-100U,7.9,Healthcare,0.012947025717386368
Targus Numeric Keypad,15.0,"Engineer, Entertainment",0.03086591121318426
HP Wireless Classic Desktop,36.0,"Healthcare, Entertainment",0.08386543169371323
Kensington ValueKeyboard,9.9,Healthcare,0.017994599096484366
Omega OK-06,6.99,Artist,0.010650379829896778
Gigabyte K7100,14.5,"Doctor, Executive",0.02960401786840976
Gigabyte K6800,14.99,"Executive, Homemaker",0.03084067334628877
Gembird KB-109F,9.9,Executive,0.017994599096484366
Element KB-600,25.0,"Healthcare, Homemaker",0.05610377810867425
Gembird KB-BT-001 Black,25.0,Marketing,0.05610377810867425
Roline Numeric Keyboard USB Silver,10.78,Marketing,0.020215531383287483
Modecom MC-5003 Hot Wheels,3.9,Executive,0.002851878959190369
Zeroground KB-2800G Satomi,53.99,"Entertainment, Doctor",0.12926835423869973
Razer Cynosa Lite Chroma,38.88,"Marketing, Homemaker",0.09113393735961436
Zeroground KB-2700G Sakimo,43.99,Engineer,0.10403048734320974
Zeroground KB-2400G Taigen v2.0,43.8,Artist,0.10355096787219542
Razer Blackwidow Chroma Elite (Razer Green),134.47,"Artist, Executive",0.3323827070136032
Zeroground KB-2600G Simeto,29.99,"Marketing, Entertainment",0.06869747368952375
Zeroground KB-2300G Sagara,24.9,Doctor,0.05585139943971935
Razer Huntsman Tournament Edition,124.0,Lawyer,0.3059586603740252
Philips SPK8614,32.8,"Marketing, Doctor",0.07578931428715643
Zeroground Arai KB-1700GUMS,25.9,Executive,0.05837518612926835
Zeroground KB-2500G Hanzo v2.0,21.99,"Entertainment, Lawyer",0.04850718017313176
NOD Metal Stealth,22.8,Lawyer,0.050551447391666456
Motospeed CK108 (Outemu Blue),39.98,"Artist, Entertainment",0.09391010271811824
Corsair K70 RGB MK.2 (Cherry MX Red),129.0,"Executive, Engineer",0.3185775938217702
Razer Huntsman Elite (Razer Linear Optical),192.85,Artist,0.47972137394947373
Corsair K55 RGB,56.05,Executive,0.13446735481917066
Philips Momentum,15.5,"Entertainment, Healthcare",0.03212780455795876
Razer Blackwidow Chroma Elite (Razer Yellow),148.1,Engineer,0.366781919592156
HyperX Alloy Origins TKL (HyperX Red),104.0,Doctor,0.2554829265830452
Logitech G213 Prodigy,52.65,"Lawyer, Executive",0.12588648007470407
Philips SPK8614-BRS,33.0,"Doctor, Healthcare",0.07629407162506625
Motospeed CK108 (Outemu Black),36.7,Artist,0.08563208237639754
Conceptum Black Dragon G901,64.9,"Engineer, Healthcare",0.15680286702167934
Sades Neo Blademail,22.01,Healthcare,0.04855765590692275
Razer Huntsman Elite (Razer Clicky Optical),184.54,Entertainment,0.45874870655932154
Logitech G512 Carbon (GX Blue),99.9,Marketing,0.24513540115589433
Razer Ornata Chroma,84.9,"Artist, Doctor",0.20727860081265934
Zeroground KB-1900GUHMS Sumiko Bundle,35.99,Homemaker,0.08384019382681775
Sharkoon Skiller Mech SGK3 (Kailh Red),63.87,"Doctor, Executive",0.15420336673144383
Motospeed CK61 (Outemu Blue),41.69,Doctor,0.09822577795724703
Motospeed CK108 (Outemu Red),38.77,Doctor,0.09085632082376398
HyperX Alloy FPS RGB,94.08,"Lawyer, Doctor",0.23044696262271913
Corsair K68 RGB,109.9,"Healthcare, Artist",0.2703732680513843
NOD Iron Strike,39.9,Artist,0.09370819978295433
Armaggeddon MKA-3C Psychfalcon,30.0,Engineer,0.06872271155641925
CoolerMaster MK110,43.29,Lawyer,0.10226383666052544
CoolerMaster MK730,123.0,"Entertainment, Homemaker",0.3034348736844762
Motospeed Inflictor CK104 Silver (Outemu Red),36.83,Artist,0.0859601746460389
Motospeed Inflictor CK104 RGB Silver (Outemu Blue),35.38,Engineer,0.08230068394619286
Logitech G413 Black,72.9,Doctor,0.17699316053807135
Motospeed Inflictor CK104 RGB Silver (Outemu Black),35.02,Lawyer,0.08139212073795522
Razer Huntsman Black,108.39,Lawyer,0.26656235015016533
Motospeed Inflictor CK104 RGB Red (Outemu Red),31.71,"Engineer, Lawyer",0.07303838679554804
Motospeed Inflictor CK104 RGB Red (Outemu Blue),31.49,"Doctor, Executive",0.07248315372384725
Motospeed CK103 White (Outemu Blue),43.81,Lawyer,0.10357620573909093
Motospeed K82 Black (Outemu Blue),38.3,Engineer,0.08967014107967593
Logitech G413 Silver,68.99,Entertainment,0.16712515458193472
Motospeed CK62 RGB White (Outemu Red),46.0,Entertainment,0.10910329858920323
Motospeed K70,9.54,"Healthcare, Artist",0.017086035888246722
Logitech G512 SE RGB,99.9,Engineer,0.24513540115589433
Razer BlackWidow Chroma (Razer Green),103.5,Entertainment,0.2542210332382707
Razer Blackwidow Lite,83.55,Lawyer,0.20387148878176817
Armaggeddon RGB Raptor MKA-11R,46.6,Engineer,0.11061757060293263
White Shark GC-4102,28.6,"Executive, Homemaker",0.06518941019105065
Orzly RX250-K,12.9,Marketing,0.025565959165131363
Motospeed CK103 Black (Outemu Red),39.49,"Healthcare, Marketing",0.09267344724023925
A4Tech Bloody B120N,22.9,Healthcare,0.05080382606062135
A4Tech B500N,24.5,"Executive, Marketing",0.054841884763899756
CoolerMaster CK550 (Gateron Brown),77.64,Doctor,0.1889559094465336
Trust GXT 838 Azor,28.9,Homemaker,0.06594654619791535
SteelSeries Apex Pro TKL,209.9,"Healthcare, Entertainment",0.5227519370062842
SteelSeries Apex Pro,230.0,"Marketing, Healthcare",0.5734800494662191
CoolerMaster CK350 (Outemu Brown),56.49,Marketing,0.13557782096257223
Motospeed K87S White (Kailh Blue),48.04,Healthcare,0.11425182343588318
HyperX Alloy FPS Pro (Cherry MX Red),75.0,Executive,0.1822931125861242
Asus ROG Strix Flare,169.9,Engineer,0.4218004694243242
Armaggeddon MKA-2C Psychraven,25.7,Lawyer,0.05787042879135855
HyperX Alloy Core RGB,55.4,Engineer,0.13282689347096382
Armaggeddon MKA-5R,35.0,"Engineer, Executive",0.08134164500416424
Spartan Gear Minotaur,19.98,Engineer,0.04343436892713828
Dell Alienware Pro Gaming Keyboard AW768,107.16,"Doctor, Homemaker",0.26345809252202
SteelSeries Apex 5,132.9,"Doctor, Engineer",0.32842036191101126
Motospeed CK888 (Outemu Red),47.99,"Marketing, Lawyer",0.11412563410140573
ADX Firepower A01,24.9,"Artist, Homemaker",0.05585139943971935
Orzly Hornet RX250 Essential Pack,36.9,Engineer,0.08613683971430733
Motospeed K27 (Outemu Red),20.64,"Executive, Healthcare",0.045100068142240615
Motospeed K87S White (Kailh Red),47.75,Entertainment,0.11351992529591398
Trust GXT 865 Asta,49.69,"Engineer, Healthcare",0.11841607147363903
Spirit of Gamer Pro K5,19.2,Healthcare,0.041465815309290055
NOD Silver Sky,22.9,"Entertainment, Executive",0.05080382606062135
Logitech G513 Carbon (GX Blue),179.9,Lawyer,0.4470383363198142
Razer Cynosa Chroma,79.0,"Engineer, Lawyer",0.19238825934432022
Natec Tornado,34.68,"Homemaker, Marketing",0.08053403326350857
Motospeed CK104 Orion Special Edition RGB Silver (Outemu Red),37.3,"Artist, Healthcare",0.08714635439012693
Philips SPK8403,56.0,"Entertainment, Healthcare",0.13434116548469321
Sharkoon Skiller Mech SGK3 (Kailh Brown),64.37,Artist,0.15546526007621836
Spartan Gear Cyclops,34.98,Artist,0.08129116927037325
Logitech G Pro,127.58,"Homemaker, Executive",0.3149938167226106
Corsair K63 Wireless,169.0,Entertainment,0.4195290614037301
HyperX Alloy Elite RGB (Cherry MX Red),127.9,"Artist, Lawyer",0.3158014284632663
Dell Alienware Mechanical AW310K Dark side of the moon,79.0,"Artist, Engineer",0.19238825934432022
A4Tech Bloody B930 (LK Libra Brown),59.99,"Executive, Entertainment",0.14441107437599374
Redragon S101-BA,99.9,"Executive, Engineer",0.24513540115589433
Motospeed CK103 Black (Outemu Blue),41.7,"Marketing, Entertainment",0.09825101582414254
Motospeed CK62 RGB Black (Outemu Red),50.37,Lawyer,0.12013224642253235
Trust GXT 830-RW Avonn,18.0,Engineer,0.03843727128183126
Logitech G613,99.98,"Engineer, Executive",0.24533730409105822
Patriot Viper V760,96.6,"Entertainment, Engineer",0.2368069050803826
Motospeed CK888 Silver (Outemu Blue),46.7,"Artist, Entertainment",0.11086994927188754
FanTech K613L,24.8,"Engineer, Doctor",0.05559902077076446
Xtrike Me GK-980,24.8,Homemaker,0.05559902077076446
Corsair K65 Lux RGB,187.0,"Engineer, Executive",0.4649572218156121
Motospeed K95 (Outemu Blue),29.79,"Marketing, Doctor",0.06819271635161396
CoolerMaster CK530 (Gateron Red),79.79,"Artist, Engineer",0.19438205082906396
Dell Alienware AW510K Dark Side of the Moon,129.9,"Homemaker, Marketing",0.3208490018423643
Corsair K65 RGB Rapidfire,145.0,Marketing,0.3589581808545541
Fury Thunderstreak 4W1,24.0,Engineer,0.053579991419125256
Spirit of Gamer Xpert G700,69.5,Homemaker,0.16841228579360473
Redragon Visnu RGB,48.5,"Doctor, Homemaker",0.11541276531307573
Motospeed CK103 Side Laser (Outemu Blue),54.85,"Marketing, Entertainment",0.13143881079171188
Motospeed CK98,69.08,Artist,0.16735229538399415
Motospeed GK82 Pink (Outemu Red),45.0,"Executive, Healthcare",0.10657951189965423
Corsair K95 RGB Platinum Black (Cherry MX Brown),229.0,"Healthcare, Lawyer",0.5709562627766701
Razer Tartarus Pro Black,128.5,"Homemaker, Healthcare",0.3173157004769957
Corsair K70 RGB MK.2 (Cherry MX Brown),176.5,"Engineer, Doctor",0.4384574615753476
CoolerMaster Devastator III RGB,33.99,Lawyer,0.07879262044771976
Roccat Vulcan 120 Aimo,219.0,Entertainment,0.5457183958811801
Spartan Gear Centaur,15.88,Executive,0.03308684349998738
Motospeed GK82 (Outemu Brown),47.0,Engineer,0.11162708527875223
Razer BlackWidow Ultimate Water Resistant,119.0,"Engineer, Doctor",0.2933397269262802
Logitech G513 Carbon (Romer-G Tactile),139.0,"Executive, Engineer",0.34381546071726016
Motospeed CK61 (Outemu Red),41.69,Entertainment,0.09822577795724703
Sades K13 Sickle (Kailh Red),54.73,Marketing,0.131135956388966
Cougar Vantar,55.0,"Marketing, Artist",0.1318173787951442
Patriot Viper 770,108.5,"Lawyer, Executive",0.2668399666860157
HyperX Alloy FPS (Cherry MX Blue),89.9,"Entertainment, Artist",0.21989753426040431
Corsair K70 RGB MK.2 Low Profile RAPIDFIRE (Cherry MX Speed),134.0,"Entertainment, Lawyer",0.33119652726951515
Redragon Kala RGB LED,48.1,Healthcare,0.11440325063725613
Corsair K70 Lux (Cherry MX Brown),170.0,Executive,0.4220528480932791
CoolerMaster MS110,48.91,Artist,0.11644751785579081
HyperX Alloy FPS (Cherry MX Red),100.61,"Marketing, Homemaker",0.2469272897054741
Genesis Thor 300 TKL (Outemu Blue),39.9,"Engineer, Doctor",0.09370819978295433
Motospeed CK87s White (Outemu Red),53.0,"Executive, Homemaker",0.1267698054160462
Trust GXT 860,39.49,"Engineer, Lawyer",0.09267344724023925
Zeroground KB-1600GUMS,18.9,"Healthcare, Marketing",0.04070867930242535
HyperX Alloy Origins,115.99,"Marketing, Artist",0.28574312899073767
Genesis Rhod 400 RGB,22.4,"Executive, Homemaker",0.04954193271584685
CoolerMaster SK621,218.36,"Engineer, Executive",0.5441031723998687
Razer Huntsman Mini (Razer Clicky),119.9,Lawyer,0.2956111349468743
Motospeed CK62 RGB Black (Outemu Blue),44.38,Lawyer,0.10501476415213386
Motospeed CK80 Silver (Silver Switches),55.0,"Homemaker, Lawyer",0.1318173787951442
Motospeed CK62 RGB White (Outemu Blue),40.0,Doctor,0.09396057845190924
Razer Huntsman Quartz Pink,163.9,Healthcare,0.40665774928703025
Armaggeddon MKO 13R Enterprise Black,63.0,Entertainment,0.15200767231153622
Spirit of Gamer Elite K10,22.6,Healthcare,0.05004669005375666
Razer BlackWidow Ultimate 2016,179.9,Homemaker,0.4470383363198142
Cougar Deathfire EX,50.0,"Homemaker, Executive",0.11919844534739922
Corsair K63,99.99,"Marketing, Lawyer",0.2453625419579537
White Shark Samurai,24.2,Engineer,0.054084748757035055
Trust GXT 1180RW,36.99,Executive,0.08636398051636675
Sades Frost Staff,65.1,Doctor,0.1573076243595891
HP Omen 1100,69.9,"Entertainment, Lawyer",0.16942180046942434
A4Tech Bloody B2500,45.4,"Executive, Entertainment",0.10758902657547383
Trust GXT 856 Torac,23.8,"Doctor, Entertainment",0.05307523408121546
HyperX Alloy FPS Pro (Cherry MX Blue),78.1,"Engineer, Marketing",0.1901168513237261
iMice AK-400 Black,18.41,"Marketing, Lawyer",0.03947202382454635
Motospeed CK99 RGB (Cherry MX Red),75.34,Executive,0.1831512000605709
Sharkoon Skiller SGK4,36.9,Engineer,0.08613683971430733
Canyon Argama Gaming Set,72.8,Engineer,0.1767407818691164
Powertech Roar PT-184,19.0,"Engineer, Marketing",0.040961057971380256
Roccat Isku+ Force FX,65.41,Engineer,0.1580899982333493
Motospeed K70L,14.0,Artist,0.028342124523635263
Corsair K70 Lux RGB (Cherry MX Red),161.49,"Healthcare, Homemaker",0.4005754233652172
Logitech G915 Lightspeed (GL Clicky),229.9,Doctor,0.5732276707972642
Patriot Viper 730,54.5,"Doctor, Entertainment",0.1305554854503697
A4Tech Bloody B975 (LK Libra Orange),60.06,Artist,0.14458773944426218
Genesis Thor 300 TKL (Outemu Red),55.0,Executive,0.1318173787951442
Motospeed CK104 Orion Special Edition RGB Silver (Outemu Blue),37.3,Healthcare,0.08714635439012693
Asus ROG Claymore Core with Numpad,189.9,Artist,0.4722762032153042
Spartan Gear Lochos (Xinda Blue),27.8,Entertainment,0.06317038083941146
Xtrike Me GK-979 (Custom Blue),23.29,"Executive, Doctor",0.051788102869545466
Armaggeddon MKA-17 ProGaming,79.4,Marketing,0.19339777402013983
Lamtech LAM021325,11.0,Homemaker,0.020770764454988263
Armaggeddon AK-999 SFX,18.9,"Entertainment, Doctor",0.04070867930242535
Logitech G815 Lightsync RGB (GL Clicky),179.9,Lawyer,0.4470383363198142
Savio Tempest RX Green (Outemu Brown),28.38,"Engineer, Lawyer",0.06463417711934986
Asus Sagaris GK1100,96.6,"Entertainment, Homemaker",0.2368069050803826
Redragon K556 RGB,54.01,Lawyer,0.1293188299724907
Genesis Thor 200 RGB,33.21,"Marketing, Artist",0.07682406682987154
Razer Ornata V2,99.4,Marketing,0.24387350781111983
Nedis Single-Handed,31.55,Engineer,0.0726345809252202
Motospeed K83 (Outemu Blue),33.52,"Doctor, Entertainment",0.07760644070363173
Razer Tartarus v2,70.36,Homemaker,0.17058274234661686
Sades SA-D10,38.53,Artist,0.09025061201827221
Motospeed K27 (Outemu Blue),20.64,"Homemaker, Executive",0.045100068142240615
Redragon Anala K558,55.0,"Entertainment, Healthcare",0.1318173787951442
CMK-188 Rainbow,14.33,Homemaker,0.029174974131186433
Sharkoon Skiller SGK5,38.56,Entertainment,0.09032632561895867
FanTech Pantheon MK871 Tournament Edition,64.0,Healthcare,0.15453145900108523
Motospeed K24,19.0,"Engineer, Healthcare",0.040961057971380256
Motospeed Inflictor CK104 RGB Silver (Outemu Brown),35.22,"Homemaker, Entertainment",0.08189687807586502
Motospeed CK89 Black (Kaili Box White),61.52,Homemaker,0.14827246801100372
Marvo KG959G,44.64,Executive,0.10567094869141659
Creative Sound Blaster X Vanguard K08,99.0,"Executive, Marketing",0.24286399313530022
Sharkoon PureWriter TKL RGB,77.98,Artist,0.18981399692098025
Hori Tactical Assault Commander Pro M2,126.81,Healthcare,0.3130505009716579
Marvo CM303,47.9,"Marketing, Executive",0.11389849329934633
CoolerMaster SK650,144.89,"Engineer, Executive",0.3586805643187037
Asus TUF Gaming Combo,132.59,Doctor,0.3276379880372511
Esperanza Illuminated EK133,9.64,Executive,0.01733841455720163
Esperanza Illuminated Hunter,13.6,Doctor,0.027332609847815662
Cougar Aurora,38.0,"Healthcare, Marketing",0.08891300507281123
A4Tech Bloody B930 (LK Libra Orange),55.17,Entertainment,0.13224642253236754
Weibo WB-570,15.6,"Homemaker, Doctor",0.03238018322691366
Roccat Vulcan 121 Aimo,187.9,"Homemaker, Lawyer",0.4672286298362062
Logitech G915 Lightspeed (GL Linear),260.0,Engineer,0.6491936501526892
Corsair K57 RGB,169.9,"Lawyer, Healthcare",0.4218004694243242
Zeroground KB-2200G Shoyen,20.9,"Artist, Homemaker",0.045756252681523356
Gamesir GK100,44.9,Healthcare,0.10632713323069932
HAMA uRAGE Illumination 2in1,17.65,Executive,0.03755394594048911
