Name,Price,Profession,Normalized
Zeroground KB-2100G Soki,15.9,Artist,0.03313731923377836
Tracer Commando,18.5,"Executive, Healthcare",0.039699164626605755
LogiLink Illuminated one-hand gaming keyboard,19.0,"Homemaker, Marketing",0.040961057971380256
ADX Firefight ADXOK0119,44.9,Artist,0.10632713323069932
Sharkoon Skiller Mech SGK3 (Kailh Blue),63.0,"Healthcare, Lawyer",0.15200767231153622
ADX ADXA0419,39.9,Healthcare,0.09370819978295433
Motospeed CK61 (Kailh Short),59.9,Lawyer,0.1441839335739343
Tracer Battle Heroes Shinook USB,14.85,"Entertainment, Lawyer",0.03048734320975191
Razer Blackwidow Lite Stormtrooper Edition,94.68,Artist,0.23196123463644855
Redragon K505 RGB LED Backlit,28.0,"Homemaker, Artist",0.06367513817732125
Gamdias Hermes P2,77.9,Entertainment,0.18961209398581633
CoolerMaster CK550 (Gateron Blue),90.37,"Marketing, Engineer",0.22108371400449237
Zeroground KB-1800GUHMS,28.99,"Marketing, Entertainment",0.06617368699997475
Azio Mk Retro,159.0,"Healthcare, Entertainment",0.39429119450824013
Razer Blackwidow Ultimate 2017,114.0,Healthcare,0.2807207934785352
Redragon Visnu R,38.0,Executive,0.08891300507281123
Roccat Vulcan 100 Aimo,179.0,Executive,0.4447669282992201
Rebeltec Patrol,10.9,"Marketing, Healthcare",0.020518385786033367
Omega OK-26 M-Dia,5.95,Entertainment,0.008025641672765817
A4Tech Bloody B820R,58.9,Engineer,0.1416601468843853
Gembird KB-UML-01,15.1,"Marketing, Executive",0.03111828988213916
Roccat Suora FX,149.0,"Artist, Homemaker",0.3690533276127501
A4Tech Bloody B314,30.52,Lawyer,0.07003508063498473
Gamesir VX AimSwitch,119.9,Healthcare,0.2956111349468743
Redragon Aryaman K569,68.0,Engineer,0.16462660575928123
A4Tech Bloody B975 (LK Libra Brown),77.9,Entertainment,0.18961209398581633
Logitech G910 Orion Spectrum,125.0,Marketing,0.3084824470635742
Motospeed K82 Pink (Outemu Red),44.0,"Engineer, Healthcare",0.10405572521010523
Gembird KB-UML3-01,8.72,"Doctor, Lawyer",0.015016530802816548
Motospeed CK101 White (Outemu Blue),39.6,Healthcare,0.09295106377608964
MSI GK-701,119.0,Healthcare,0.2933397269262802
Trust GXT 890,67.0,Engineer,0.16210281906973223
SteelSeries Apex 3,78.9,"Lawyer, Entertainment",0.19213588067536533
Dell Alienware AW510K Lunar Light,134.37,"Artist, Entertainment",0.3321303283446483
Redragon K576-R,46.9,"Doctor, Homemaker",0.11137470660979733
A4Tech Bloody B860,59.9,"Lawyer, Homemaker",0.1441839335739343
Hori Tactical Assault Commander New Tac 4,99.64,"Marketing, Executive",0.24447921661661157
A4Tech Bloody B2278,29.9,Artist,0.06847033288746435
Motospeed CK95,37.0,Healthcare,0.08638921838326223
Weibo WB-539,17.99,Lawyer,0.038412033414935765
CoolerMaster MasterKeys MK750,129.0,"Healthcare, Engineer",0.3185775938217702
HP Pavilion Gaming Keyboard 500,43.67,"Lawyer, Marketing",0.10322287560255407
Trust GXT 850 Metal,39.9,"Engineer, Marketing",0.09370819978295433
Redragon Yaksa,42.0,Lawyer,0.09900815183100722
Cougar Puri TKL (Cherry MX White),80.9,"Entertainment, Engineer",0.19718345405446333
Sharkoon PureWriter RGB (Kailh Red),79.12,Engineer,0.1926911137470661
Sound Friend SF-K003,8.9,Homemaker,0.015470812406935368
Armaggeddon Psych Raven,37.8,"Homemaker, Marketing",0.08840824773490143
SteelSeries Apex 150,69.0,"Homemaker, Artist",0.16715039244883023
SteelSeries Apex 7 TKL (Steelseries Red),149.9,Healthcare,0.3713247356333442
A4Tech B3370R,34.49,Executive,0.08005451379249426
SilentiumPC GK530 Tournament (Kailh Blue),51.0,Artist,0.12172223203694822
Redragon Yama,86.0,Executive,0.21005476617116323
Razer Cynosa Lite & Abyssus Lite Bundle,75.0,"Entertainment, Healthcare",0.1822931125861242
Zeroground KB-1500GUMS,35.0,"Lawyer, Homemaker",0.08134164500416424
Havit KB435L,49.0,Artist,0.11667465865785022
Motospeed CK666,42.19,Lawyer,0.09948767130202153
Spirit of Gamer Pro Gaming Pack 3 in 1,30.7,"Engineer, Lawyer",0.07048936223910354
Sandberg Hailstorm Mech Keyboard Uk,81.58,Homemaker,0.19889962900335664
Spirit of Gamer CLA-XK500,44.5,Engineer,0.10531761855487973
Motospeed K83 (Outemu Red),32.68,Lawyer,0.07548645988441056
Q-801,17.77,"Executive, Healthcare",0.037856800343234985
CoolerMaster Suppressor,39.8,"Homemaker, Engineer",0.09345582111399943
Fury Spitfire RGB,13.29,Homemaker,0.02655023597405547
Corsair K83 Wireless Entertainment,102.9,Engineer,0.25270676122454133
Armaggeddon AK-666SFX,17.5,"Engineer, Artist",0.03717537793705676
Genesis RHOD 110,8.99,Artist,0.015697953208994777
Motospeed GK89 Black (Outemu Black),45.0,"Healthcare, Doctor",0.10657951189965423
Natec Hellfire 2,8.46,"Artist, Marketing",0.014360346263533809
Marvo KG929,19.9,"Marketing, Engineer",0.043232465991974355
Rebeltec Maximus,15.4,Engineer,0.03187542588900386
A4Tech B120,33.9,Doctor,0.07856547964566034
Armaggeddon AK-566i,35.0,Lawyer,0.08134164500416424
Motospeed K96 Camo (Outemu Blue),49.02,"Healthcare, Artist",0.11672513439164121
Motospeed K82 Pink (Outemu Blue),43.66,"Healthcare, Executive",0.10319763773565856
Motospeed Inflictor CK104 RGB Red (Outemu Black),33.1,"Engineer, Doctor",0.07654645029402116
Motospeed CK101 White (Outemu Red),40.0,"Executive, Healthcare",0.09396057845190924
Motospeed CK101 Black (Outemu Blue),39.0,"Artist, Entertainment",0.09143679176236023
Rebeltec Interceptor,19.5,Homemaker,0.04222295131615476
White Shark Viking 2,14.11,"Healthcare, Engineer",0.02861974105948565
Lamtech LAM021226,11.04,Homemaker,0.02087171592257022
SteelSeries Apex 100,49.9,"Entertainment, Marketing",0.11894606667844432
Defender Xenda Combo MKP-008,25.15,Doctor,0.0564823461121066
Genius K5,14.0,"Lawyer, Engineer",0.028342124523635263
Razer DeathStalker Essential (US),44.9,Marketing,0.10632713323069932
Genesis RHOD 420 RGB,22.46,Artist,0.0496933599172198
Marvo CM370,29.5,"Homemaker, Doctor",0.06746081821164475
Element KB-1000G,15.9,"Doctor, Homemaker",0.03313731923377836
Rebeltec Fighter,27.78,"Doctor, Homemaker",0.06311990510562047
Logic LK-21,4.66,Engineer,0.004769956843247609
Trust GXT 845 Tural,40.0,Engineer,0.09396057845190924
Redragon Vara RGB,55.0,Engineer,0.1318173787951442
Trust Rgb Wired Keyboard Black,22.8,"Entertainment, Engineer",0.050551447391666456
CoolerMaster MasterKeys Pro L RGB (Cherry MX Red),175.0,"Homemaker, Executive",0.4346717815410241
Omega Varr RGB,12.0,Artist,0.023294551144537264
HP Pavilion Gaming Keyboard 800,66.35,"Lawyer, Healthcare",0.16046235772152534
Razer Cynosa V2,68.5,Artist,0.16588849910405573
iMice AK-700,18.99,Entertainment,0.040935820104484766
SteelSeries Apex 7,159.98,"Homemaker, Executive",0.3967645054639981
iMice AN-300-X7,18.96,Engineer,0.0408601065037983
Spirit of Gamer Single Hand,39.9,Marketing,0.09370819978295433
iMice AK-200,17.6,Doctor,0.037427756606011664
Fury Typhoon,4.56,"Entertainment, Engineer",0.004517578174292707
Motospeed K96 CamoGreen (Outemu Black),39.52,Lawyer,0.09274916084092572
Zeroground Taigen KB-2000G,71.99,"Lawyer, Executive",0.17469651465058172
Defender Killing Storm Combo MKP-013L,34.75,Lawyer,0.08071069833177699
Motospeed K96 Black (Red Switches),42.82,"Executive, Homemaker",0.10107765691643741
Havit HV-KB675CM,49.0,Homemaker,0.11667465865785022
Motospeed K22 (Outemu Blue),16.69,Artist,0.035131110718522075
HyperX Alloy Origins Core Mechanical Gaming Keyboard (HyperX Aqua),109.99,Executive,0.2706004088534437
HyperX Alloy Origins (HyperX Red),109.0,Entertainment,0.2681018600307902
Defender GK-170L,34.99,"Healthcare, Entertainment",0.08131640713726875
Canyon Nightflyer Gaming Set,65.0,Entertainment,0.1570552456906342
Defender GK-150DL,26.27,Lawyer,0.05930898720440148
Armaggeddon AK-300X,9.71,"Doctor, Executive",0.017515079625470057
Canyon Leonof Gaming Set Black/Orange,39.99,Healthcare,0.09393534058501375
Canyon Fobos Black-Orange,21.9,Entertainment,0.04828003937107235
SpeedLink Ultor Illuminated,92.7,"Lawyer, Artist",0.2269641369911415
HP Encoder (Cherry MX Red),123.0,"Homemaker, Engineer",0.3034348736844762
Havit HV-KB500L,15.2,Homemaker,0.03137066855109406
Asus Cerberus MK II,39.99,Engineer,0.09393534058501375
Armaggeddon MKO 13R Enterprise White,69.24,"Entertainment, Healthcare",0.16775610125432197
Motospeed K82 Black (Outemu Red),37.97,"Doctor, Homemaker",0.08883729147212475
Motospeed CK101 Black (Outemu Red),39.0,"Executive, Homemaker",0.09143679176236023
Motospeed Inflictor CK104 RGB Red (Outemu Brown),35.89,"Executive, Doctor",0.08358781515786284
Esperanza Shadow Red,7.23,"Engineer, Doctor",0.011256088635388538
Ducky One 2 RGB TKL (Cherry MX Red),169.9,Entertainment,0.4218004694243242
CoolerMaster MasterSet MS120 RGB,66.75,"Homemaker, Doctor",0.16147187239734495
Logitech G815 Lightsync RGB (GL Tactile),179.9,"Executive, Entertainment",0.4470383363198142
Esperanza NINJA,9.3,Entertainment,0.01648032708275497
Motospeed K96 CamoOrange (Outemu Brown),42.18,Marketing,0.09946243343512605
iMice MK-X80 (Custom Blue),54.43,Engineer,0.1303788203821013
Baseus Gamo,34.9,"Artist, Entertainment",0.08108926633520934
Canyon Nightfall Black-Gray,51.99,"Lawyer, Executive",0.12422078085960174
Canyon Hazard,39.99,Healthcare,0.09393534058501375
Corsair Strafe RGB MK.2 Mechanical,159.0,"Marketing, Lawyer",0.39429119450824013
HP Encoder (Cherry MX Brown),123.0,"Doctor, Entertainment",0.3034348736844762
Havit HV-KB492L,45.0,"Artist, Healthcare",0.10657951189965423
Havit HV-KB488L,19.9,Lawyer,0.043232465991974355
Motospeed Κ23,19.9,Entertainment,0.043232465991974355
Motospeed CK888 (Outemu Green),46.7,Healthcare,0.11086994927188754
Havit HV-KB432L,55.0,Engineer,0.1318173787951442
Redragon Vata K580,61.0,"Executive, Marketing",0.14696009893243822
Xtrike Me KB-505,10.9,"Entertainment, Doctor",0.020518385786033367
Natec Fury Typhoon,7.8,"Healthcare, Artist",0.012694647048431464
SteelSeries Apex M750,109.99,Engineer,0.2706004088534437
Motospeed CK104 Orion Special Edition Red (Outemu Red),37.0,"Executive, Engineer",0.08638921838326223
Motospeed CK99 RGB (Outemu Blue),57.89,"Executive, Healthcare",0.13911112232794082
Spirit of Gamer Antighosting 4,18.54,"Doctor, Marketing",0.03980011609418772
White Shark Cherokee,21.5,"Healthcare, Entertainment",0.04727052469525276
Zalman ZM-K900M,93.9,"Engineer, Lawyer",0.22999268101860032
Motospeed CK88 (Outemu Black),58.3,Marketing,0.1401458748706559
Sharkoon PureWriter RGB (Kailh Blue),76.1,Homemaker,0.1850692779446281
Rebeltec Oppressor,11.16,Executive,0.021174570325316104
CoolerMaster MasterKeys MK850,189.91,"Executive, Engineer",0.4723014410821997
Motospeed CK99 RGB (LK Libra Orange),55.33,Marketing,0.13265022840269539
Ducky One 2 RGB TKL (Cherry MX Brown),169.0,"Doctor, Homemaker",0.4195290614037301
Motospeed CK103 Side Laser (Outemu Red),52.04,"Healthcare, Marketing",0.12434697019407918
Xtrike Me CM-404,29.9,Homemaker,0.06847033288746435
Corsair K70 Lux (Cherry MX Red),175.0,Lawyer,0.4346717815410241
Esperanza Tirions Green,5.95,Marketing,0.008025641672765817
Motospeed GK82 Pink (Outemu Blue),45.0,Entertainment,0.10657951189965423
Weibo FC-536,8.0,"Executive, Artist",0.013199404386341268
iMice AK-800,16.24,"Healthcare, Entertainment",0.03399540670822502
Motospeed GK82 (Outemu Black),46.24,"Artist, Doctor",0.109709007394695
Havit KB462L,65.0,Entertainment,0.1570552456906342
Corsair 3-in-1 Gaming Bundle,97.5,"Marketing, Artist",0.2390783131009767
Ducky One 2 RGB (Cherry MX Brown),159.9,Lawyer,0.39656260252883424
Redragon Asura Black,25.9,"Homemaker, Marketing",0.05837518612926835
Roccat Isku FX White,65.69,Engineer,0.15879665850642302
Motospeed CK80 Black (Custom Gold),57.02,"Doctor, Homemaker",0.1369154279080332
Motospeed K96 CamoOrange (Outemu Red),42.18,"Executive, Engineer",0.09946243343512605
Trust GXT 830-RW Avonn Camo,20.9,"Doctor, Artist",0.045756252681523356
Xtrike Me KB-705 Black,16.8,"Executive, Engineer",0.03540872725437246
Havit HV-KB486L,25.0,Marketing,0.05610377810867425
Ducky One 2 RGB TKL (Cherry MX Blue),169.9,"Lawyer, Homemaker",0.4218004694243242
Ducky One 2 RGB TKL (Cherry MX Silver),169.9,Executive,0.4218004694243242
Ducky One 2 SF (Cherry MX Blue),149.9,Executive,0.3713247356333442
Ducky One 2 SF (Cherry MX Silent Red),149.9,"Lawyer, Doctor",0.3713247356333442
Ducky One 2 Mini RGB (Cherry MX Silent Red),144.9,"Marketing, Doctor",0.3587058021855992
Savio Tempest RX Blue (Outemu Blue),28.38,Doctor,0.06463417711934986
White Shark Gladiator 2,19.99,"Healthcare, Doctor",0.04345960679403376
White Shark Legionnaire (Outemu Blue),47.99,Marketing,0.11412563410140573
Marvo KG922,29.9,Homemaker,0.06847033288746435
iMice AK-600,14.85,Doctor,0.03048734320975191
HyperX HyperX Alloy Elite 2 (HyperX Red),159.99,"Lawyer, Executive",0.3967897433308937
Remax XII-J590,48.9,"Engineer, Homemaker",0.11642227998889532
Remax XII-J588,44.4,"Entertainment, Marketing",0.10506523988592482
Remax XII-J599,53.2,Marketing,0.12727456275395602
MSI Vigor GK50 Low Profile (Kailh Box White),92.0,Lawyer,0.2251974863084572
Logic LC-STARR-TWO,12.65,Homemaker,0.024935012492744116
Cougar 700K,179.0,"Marketing, Executive",0.4447669282992201
Spartan Gear Chimera,17.98,"Lawyer, Engineer",0.03838679554804028
Logitech G915 TKL (GL Tactile),229.0,"Artist, Marketing",0.5709562627766701
Andowl Q-803,23.99,"Entertainment, Executive",0.05355475355222976
Modecom MC-5008,14.44,Entertainment,0.02945259066703682
Trust GXT 870,59.98,"Entertainment, Homemaker",0.14438583650909823
Weibo WB-580,16.69,Entertainment,0.035131110718522075
CoolerMaster CK530 (Gateron Brown),85.54,Homemaker,0.2088938242939707
Xtrike Me GK-907,45.0,Entertainment,0.10657951189965423
Marvo KG909,37.3,"Homemaker, Doctor",0.08714635439012693
CoolerMaster Devastator 3 Plus,49.9,"Artist, Engineer",0.11894606667844432
FanTech Fighter K611,18.0,"Executive, Doctor",0.03843727128183126
iMice KM-680,17.6,Marketing,0.037427756606011664
Genesis Thor 420 RGB (Custom Blue),52.23,Homemaker,0.12482648966509348
Esperanza Aspis,4.66,"Entertainment, Engineer",0.004769956843247609
Logitech G513 Carbon (Romer-G Linear),139.0,"Engineer, Doctor",0.34381546071726016
Omega Varr VMK3BK11,39.85,Engineer,0.09358201044847689
Cougar Vantar MX (Custom Red),46.27,"Homemaker, Executive",0.10978472099538146
Docooler HXSJ V100,45.9,"Healthcare, Artist",0.10885091992024833
Motospeed GK81 (Custom Blue),62.9,Lawyer,0.1517552936425813
Motospeed K96 Grey (Zeus Optical),38.99,Homemaker,0.09141155389546475
Lenovo Legion K500 RGB,115.9,"Healthcare, Marketing",0.2855159881886783
Havit KB-78162,12.9,"Healthcare, Homemaker",0.025565959165131363
Havit G400V,14.89,"Executive, Lawyer",0.03058829467733387
Esperanza Shadow Green,7.23,Artist,0.011256088635388538
Motospeed CK80 Silver (Custom Gold),49.0,Entertainment,0.11667465865785022
Redragon Asura White,26.0,Executive,0.05862756479822325
Sbox K-15 Red,8.49,Marketing,0.014436059864220276
Corsair K95 RGB Platinum Black (Cherry MX Speed),198.0,"Executive, Lawyer",0.49271887540065107
Gembird KB-UML3-01-W,9.15,"Homemaker, Executive",0.016101759079322618
Motospeed CK80 (Custom Silver),58.9,Engineer,0.1416601468843853
Sades K13 Sickle (Kailh Blue),39.9,"Engineer, Executive",0.09370819978295433
Logitech G915 TKL (GL Linear),229.0,"Lawyer, Healthcare",0.5709562627766701
Logitech G915 TKL (GL Clicky),229.0,Entertainment,0.5709562627766701
Turbo-X Nemesis N60 (Custom Blue),49.9,Healthcare,0.11894606667844432
Glorious PC Gaming Race The GMMK TKL (Gateron Brown),129.99,Entertainment,0.3210761426444237
Gamesir VX2 AimSwitch (Custom Red),149.9,"Healthcare, Entertainment",0.3713247356333442
Motospeed GK89 (Outemu Blue),53.61,Doctor,0.1283093152966711
Active Jet K-6002,26.23,Engineer,0.05920803573681952
Turbo-X Sirin II,29.9,"Executive, Entertainment",0.06847033288746435
Aula F2058 (Black Switch),40.0,"Engineer, Entertainment",0.09396057845190924
R-Horse FC-723,22.89,Homemaker,0.05077858819372587
Motospeed K11 Green,26.23,Artist,0.05920803573681952
Motospeed K95 (Outemu Red),29.79,Doctor,0.06819271635161396
Aula F2058 (Blue Switch),40.0,"Engineer, Marketing",0.09396057845190924
Aula S2016 (Blue Switch) Silver,35.0,"Doctor, Artist",0.08134164500416424
QPAD MK40,59.9,"Artist, Lawyer",0.1441839335739343
Blow KP-105,11.9,"Executive, Entertainment",0.023042172475582365
Zeroground K33,19.79,"Entertainment, Doctor",0.04295484945612397
CoolerMaster CK350 (Outemu Red),67.22,Entertainment,0.162658052141433
Motospeed K95 (Outemu Black),29.79,"Healthcare, Homemaker",0.06819271635161396
Esperanza Tirions Blue,6.02,Entertainment,0.008202306741034246
Logitech G815 Lightsync RGB (GL Linear),213.3,Lawyer,0.5313328117507508
QPAD MK95 Pro,199.0,"Marketing, Healthcare",0.49524266209020007
MSI Vigor GK60,77.99,"Healthcare, Doctor",0.1898392347878757
Esperanza Vortex,26.67,Marketing,0.06031850188022109
Corsair K70 RGB MK.2 SE White (Cherry MX Speed),225.0,Homemaker,0.5608611160184741
Trust GXT 285 Advanced,39.8,"Executive, Entertainment",0.09345582111399943
Tracer Ofis,5.26,"Marketing, Doctor",0.006284228856977008
Defender SM-950,13.9,Homemaker,0.028089745854680364
Marvo KG914,35.5,"Marketing, Lawyer",0.08260353834893873
Havit KB473L,99.0,"Executive, Marketing",0.24286399313530022
Razer Huntsman Gears 5 Edition (Razer Clicky),119.0,"Homemaker, Engineer",0.2933397269262802
Aula Moon Slasher,20.39,"Entertainment, Marketing",0.04446912146985337
Krom Kuma,76.1,"Homemaker, Lawyer",0.1850692779446281
Esperanza Kestrel,12.99,"Doctor, Homemaker",0.025793099967190772
Motospeed CK88 (Outemu Red),79.47,"Entertainment, Executive",0.19357443908840824
Das KeyBoard 4 Ultimate (Cherry MX Blue),165.0,Doctor,0.40943391464553414
Patriot Viper V765,90.57,Executive,0.22158847134240212
CoolerMaster MasterKeys Pro L RGB (Cherry MX Brown),159.8,Healthcare,0.39631022385987935
Motospeed CK700 Pink (Zeus Optical),54.64,"Engineer, Artist",0.1309088155869066
Omega Varr RGB VMK88B,39.9,Engineer,0.09370819978295433
Razer Blackwidow Chroma Tournament Edition v2 (Yellow Switches),139.0,Homemaker,0.34381546071726016
iMice AN-300,14.0,"Entertainment, Healthcare",0.028342124523635263
Roccat Vulcan 80,155.0,"Healthcare, Marketing",0.3841960477500441
Blow V3,24.9,Marketing,0.05585139943971935
Razer Huntsman Mercury,219.99,Engineer,0.5482169447038336
Sbox K-15 Blue,8.49,Executive,0.014436059864220276
Motospeed K96 White (Outemu Red),50.83,Marketing,0.1212931882997249
Omega VARR Neon,64.9,Homemaker,0.15680286702167934
Geeklin Mechanical Gaming Keyboard,78.86,Artist,0.19203492920778337
Logitech G512 (GX Brown),119.9,"Artist, Healthcare",0.2956111349468743
Xtrike Me CM-400,32.0,Healthcare,0.07377028493551725
HyperX Alloy Elite RGB (Cherry MX Blue),124.84,Homemaker,0.30807864119324635
Yenkee Ambush Gaming Set,54.5,Homemaker,0.1305554854503697
Corsair K95 RGB Platinum XT,272.0,Healthcare,0.679479090427277
Sandberg RageStorm Mech,44.6,Doctor,0.10556999722383463
Riotoro Ghostwriter Elite (Cherry MX Brown),150.0,Lawyer,0.3715771143022991
Logitech G512 (GX Red),119.9,Artist,0.2956111349468743
Das KeyBoard Wired Prime 13,142.85,"Artist, Lawyer",0.3535320394720238
CoolerMaster SK630,124.91,Artist,0.30825530626151476
Gembird KBS-WMG-01,20.6,Executive,0.04499911667465866
Modecom Volcano Hammer RGB (Outemu Red),23.0,Doctor,0.051056204729576254
Tracer Gamezone Lightray,10.52,"Engineer, Healthcare",0.019559346844004743
Remax XII-J566,47.4,Lawyer,0.11263659995457183
Genius Scorpion K220,20.0,Entertainment,0.04348484466092926
Motospeed K96 Black (MS Brown Switches),49.85,Engineer,0.11881987734396687
Gamdias Ares P1,28.99,Artist,0.06617368699997475
Tronsmart TK09R RGB,69.01,"Lawyer, Engineer",0.16717563031572574
Natec Cobalt 300,55.0,"Lawyer, Homemaker",0.1318173787951442
Redragon S108,55.0,"Doctor, Engineer",0.1318173787951442
White Shark Gladiator,17.6,Artist,0.037427756606011664
Motospeed CK88 (Outemu Blue),58.7,Entertainment,0.14115538954647552
Marvo K636,14.88,"Executive, Homemaker",0.030563056810438385
SteelSeries Apex 7 TKL (Steelseries Blue),189.0,"Engineer, Homemaker",0.4700047951947101
Gembird KBS-UMG-01,15.7,Healthcare,0.03263256189586856
CoolerMaster CK350 (Outemu Blue),64.44,Marketing,0.15564192514448677
Adata XPG Summoner (Cherry MX Red),92.06,"Entertainment, Homemaker",0.22534891350983016
MSI Vigor GK30 Combo,67.89,Artist,0.16434898922343083
Dell Alienware Advanced Gaming Keyboard AW568,65.0,Doctor,0.1570552456906342
ADX ADXCOM19,39.99,"Homemaker, Marketing",0.09393534058501375
Logitech G513 (GX Brown),181.0,Entertainment,0.4498145016783181
Adata XPG Summoner (Cherry MX Blue),93.69,Healthcare,0.229462685813795
Weibo Dark Hero WB-100,13.99,"Healthcare, Executive",0.028316886656739773
Gamdias Poseidon E1,27.9,Lawyer,0.06342275950836634
Esperanza Tirions Red,5.95,Engineer,0.008025641672765817
Thermaltake Level 20 RGB (Cherry MX Blue),124.25,Executive,0.3065896070464124
Armaggeddon MKA-9C Psychraptor (Kailh Brown),82.0,Homemaker,0.19995961941296722
FanTech K10,10.7,Homemaker,0.020013628448123565
Gigabyte Force K81,49.9,Doctor,0.11894606667844432
Redragon K565R Rudra,43.0,Marketing,0.10153193852055623
Motospeed CK94,59.26,"Executive, Doctor",0.14256871009262295
A4Tech B760,47.5,"Lawyer, Entertainment",0.11288897862352673
Corsair K95 RGB Platinum Gunmetal (Cherry MX Brown),269.0,"Lawyer, Homemaker",0.67190773035863
Motospeed K96 White (Outemu Blue),39.9,Homemaker,0.09370819978295433
Motospeed CK89 Pink (Kaili Box White),70.24,Homemaker,0.17027988794387097
Xtrike Me KB-705 White,17.9,"Executive, Doctor",0.03818489261287636
Das KeyBoard 4 Ultimate,153.39,Doctor,0.3801327511798702
Esperanza Seaker Black/Green,7.5,Doctor,0.011937511041566767
Rebeltec BigFONT,18.99,Engineer,0.040935820104484766
Dragon War Desert Eagle,19.9,"Artist, Lawyer",0.043232465991974355
Omega Varr Fighter 2,44.75,Entertainment,0.10594856522726698
Xtrike Me KB-302,9.99,Artist,0.018221739898543775
Mobilis Keywin Ak47,26.9,Executive,0.06089897281881735
Wesdar MK4,13.9,"Engineer, Marketing",0.028089745854680364
Redragon Rahu,69.0,Healthcare,0.16715039244883023
Sades BNDL-0004,183.47,Homemaker,0.4560482548015041
Sandberg FireStorm Mech,70.7,"Homemaker, Lawyer",0.17144082982106354
Dragon War GKM-001,52.09,Entertainment,0.12447315952855664
Thermaltake Level 20 RGB (Cherry MX Speed),126.79,Entertainment,0.3130000252378669
Genius K20,31.1,Entertainment,0.07149887691492315
FanTech MVP-861 Commander,68.2,"Executive, Homemaker",0.16513136309719104
Sandberg Gaming Starter Kit Nordic,49.9,"Homemaker, Engineer",0.11894606667844432
Sandberg IronStorm 640-15,36.0,Lawyer,0.08386543169371323
Logitech G915 Lightspeed (GL Tactile),241.28,Entertainment,0.6019483633243318
Asus TUF Gaming K7,129.0,Healthcare,0.3185775938217702
AS-808 E-SPORTS,50.0,Doctor,0.11919844534739922
A4Tech B180 RGB,31.5,Marketing,0.07250839159074275
Aerocool TK15,12.34,Lawyer,0.024152638618983924
Thermaltake Meka Pro Lite,85.9,Entertainment,0.20980238750220834
Tracer Gamezone Hellway X,23.5,Executive,0.052318098074350755
Thermaltake Neptune PRO,70.92,"Lawyer, Engineer",0.1719960628927643
Genesis Thor 300 (Outemu Red),31.89,Engineer,0.07349266839966687
Lenovo Legion K200,31.91,"Homemaker, Artist",0.07354314413345783
Das KeyBoard 4 Professional for Mac (Cherry MX Blue),149.68,Artist,0.3707695025616435
Asus ROG Strix Scope,182.29,"Doctor, Artist",0.4530701865078363
Marvo Combo KM400 & G1,28.52,"Artist, Engineer",0.06498750725588673
Sandberg Gaming Starter Kit,72.99,"Doctor, Artist",0.17722030134013073
Esperanza Shelter,21.9,"Executive, Entertainment",0.04828003937107235
Nedis GKBD200BKUS,33.9,Marketing,0.07856547964566034
Keep Out F115,89.9,"Lawyer, Homemaker",0.21989753426040431
Xtrike Me GK-901,33.0,"Marketing, Artist",0.07629407162506625
Fury Hurricane Tkl Rainbow,11.87,Doctor,0.02296645887489589
Yenkee Hornet,39.9,"Artist, Entertainment",0.09370819978295433
Roccat Ryos TKL Pro,159.2,Lawyer,0.3947959518461499
Gamdias Hermes E2,39.0,Artist,0.09143679176236023
Nacon CL-700OM,64.9,Entertainment,0.15680286702167934
Gamdias Ares M1,24.9,Homemaker,0.05585139943971935
Tracer Battle Heroes Shinook X,14.85,Healthcare,0.03048734320975191
Redragon Kama K578,48.99,Engineer,0.11664942079095474
Thermaltake Challenger Combo,38.8,Doctor,0.09093203442445043
Redragon Mitra K551,55.0,Executive,0.1318173787951442
Redragon Manyu K579RGB,56.0,"Marketing, Executive",0.13434116548469321
Natec RX85,69.99,Engineer,0.16964894127148372
Tacens MKHA0 Black,6.2,Entertainment,0.008656588345153067
Redragon Partryusa K570,56.33,Executive,0.1351740150922444
Patriot Viper V765 (Kailh Box White),116.51,Engineer,0.2870554980693032
Genesis Thor 300 (Outemu Blue),47.0,"Doctor, Lawyer",0.11162708527875223
Spirit of Gamer Spirit Gamer PRO-K3,19.9,"Healthcare, Executive",0.043232465991974355
Acer Nitro,45.0,"Artist, Engineer",0.10657951189965423
Genesis RHOD 600 RGB,40.8,Executive,0.09597960780354843
Redragon K553-RGB,59.99,Healthcare,0.14441107437599374
A4Tech B130,23.5,"Lawyer, Artist",0.052318098074350755
Thermaltake Challenger Edge Pro,57.8,Artist,0.1388839815258814
Rebeltec Imperator,49.0,"Doctor, Executive",0.11667465865785022
Rebeltec Discovery,14.49,Homemaker,0.029578780001514274
Weibo WB-710,27.8,"Engineer, Healthcare",0.06317038083941146
Mobilis KW18,20.0,Lawyer,0.04348484466092926
Hori Tactical Assault Commander Pro,179.95,"Executive, Entertainment",0.4471645256542916
Armaggeddon MKA-7C Psychfalcon,64.5,Lawyer,0.15579335234585973
Motospeed K95 (Outemu Brown),29.79,"Lawyer, Doctor",0.06819271635161396
Genesis R33,19.9,Lawyer,0.043232465991974355
Rebeltec Defender,17.79,"Homemaker, Artist",0.037907276077025966
Xtrike Me MK-501KIT,17.5,Engineer,0.03717537793705676
FanTech Fighter K611L,23.8,"Entertainment, Marketing",0.05307523408121546
Rebeltec Liberator,37.4,Entertainment,0.08739873305908183
Das KeyBoard X50Q,138.78,"Homemaker, Lawyer",0.34326022764555936
